TextFK	w1	w2	ct	sentence_number	vidn	comm
5446	829114	829115	ДП	19	2	
5446	829114	829119	СО	19	13	
5446	829114	829100	0V	19	18	
5446	829114	829095	КЗ	19	12	
5446	829114	829111	0V	19	18	
5446	829114	829124	0G	19		
5446	829115	829116	ПП	19	16	
5446	829119	829118	ДС	19	3	
5446	829119	829121	0G	19		
5446	829121	829122	0G	19		
5446	829124	829127	0G	19		
5446	829127	829126	ЧК	19	15	
5446	829127	829125	КЗ	19	12	
5446	829127	829128	ДС	19	1	
5446	829128	829130	ДС	19	3	
5446	829128	829129	ДС	19	7	
5446	829128	829131	ДП	19	2	
5446	829131	829133	ПП	19	16	
5446	829133	829132	ІС	19	8	
5446	829135	829138	0V	20	18	
5446	829135	829136	РС	20	7	
5446	829138	829139	0V	20	18	
5446	829141	829135	ДС	20	7	
5446	829141	829143	0G	20		
5446	829143	829147	0G	20		
5446	829145	829146	ПП	20	16	
5446	829147	829145	ДП	20	2	
5446	829147	829153	СО	20	13	
5446	829147	829144	КЗ	20	12	
5446	829150	829149	ІС	20	8	
5446	829151	829152	ПП	20	16	
5446	829153	829151	ПП	20	16	
5446	829153	829150	КЗ	20	12	
5446	829155	829156	ДС	21	4	
5446	829156	829157	ІС	21	9	
5446	829157	829158	ІС	21	8	
5446	829162	829160	СО	21	13	
5446	829163	829162	ІС	21	8	
5446	829164	829163	КЗ	21	12	
5446	829164	829165	ДС	21	3	
5446	829164	829155	0D	21	7	
5446	829164	829167	СО	21	13	
5446	829167	829168	ДС	21	7	
5446	829167	829170	ДС	21	4	
5446	829167	829171	ДП	21	2	
5446	829167	829176	0Б	21		
5446	829170	829169	ІС	21	8	
5446	829171	829172	ПП	21	16	
5446	829171	829172	ПП	21	16	
5446	829176	829175	КЗ	21	12	
5446	829176	829178	ДС	21		
5446	829176	829180	0S	21		
5446	829180	829183	0S	21		
5446	829183	829181	ДС	21	3	
5446	829183	829182	ДС	21	7	
5447	829186	829187	ІПL	1	2	directПВЙРКРЛРЙЕКЕЛЕИЕйРкРлРиЕМРМЗМЧМЕЧРЧЗЧЕ
5447	829187	829188	ПП	1	16	3
5447	829190	829191	ІС	2	9	
5447	829193	829194	ПП	2	16	
5447	829195	829193	ДП	2	2	
5447	829195	829192	ДС	2	4	
5447	829195	829190	КЗ	2	12	
5447	829195	829197	СУ	2	13	
5447	829197	829198	СУ	2	13	
5447	829198	829203	СУ	2	13	
5447	829198	829199	ДС	2	7	
5447	829199	829200	СУ	2	13	
5447	829200	829201	СУ	2	13	
5447	829203	829204	СУ	2	13	
5447	829204	829208	0Б	2		
5447	829204	829205	ДС	2		
5447	829210	829211	СУ	3	13	
5447	829211	829212	СУ	3	13	
5447	829212	829214	СО	3	13	
5447	829214	829215	ДС	3	4	
5447	829215	829216	ІС	3	9	
5447	829221	829219	КЗ	4	12	
5447	829221	829222	ІП	4	2	
5447	829222	829223	ПП	4	16	
5447	829226	829227	ПП	5	16	
5447	829226	829225	ЧК	5	15	
5447	829226	829228	КЗ	5	12	
5447	829228	829229	ІС	5	8	
5447	829229	829231	СО	5	13	
5447	829231	829232	СО	5	13	
5447	829236	829235	ІС	6	8	
5447	829237	829238	ДС	6	4	
5447	829237	829234	ДС	6	7	
5447	829237	829236	ДС	6	4	
5447	829239	829237	АС	6	1	
5447	829239	829240	КЗ	6	12	
5447	829240	829241	ІС	6	8	
5447	829241	829243	СО	6	13	
5447	829243	829245	СО	6	13	
5447	829247	829248	ІС	7	9	
5447	829251	829250	ДС	7	4	
5447	829251	829249	ДС	7	4	
5447	829251	829254	СО	7	13	
5447	829251	829258	0Б	7		
5447	829251	829247	КЗ	7	12	
5447	829254	829253	ДС	7	7	
5447	829254	829255	ДС	7	7	
5447	829258	829257	ДС	7	7	
5447	829258	829264	0Б	7		
5447	829261	829265	ІС	7	8	
5447	829262	829263	ПП	7	16	
5447	829264	829268	0Б	7		
5447	829264	829260	ДС	7	7	
5447	829264	829262	ДП	7	2	
5447	829264	829261	КЗ	7	12	
5447	829268	829269	СУ	7	13	
5447	829269	829270	СУ	7	13	
5447	829270	829272	СО	7	13	
5447	829272	829273	ДС	7	4	
5447	829273	829274	ІС	7	9	
5447	829279	829277	КЗ	8	12	
5447	829279	829280	ІП	8	2	
5447	829280	829281	ПП	8	16	
5447	829283	829284	ІС	9	9	
5447	829287	829286	ЧК	10	15	
5447	829287	829288	ДП	10	2	
5447	829287	829290	ДС	10	3	
5447	829287	829293	0S	10		
5447	829288	829289	ПП	10	16	
5447	829290	829291	ІС	10	8	
5447	829293	829297	0S	10		
5447	829297	829299	0Б	10		
5447	829299	829303	ДС	10	1	
5447	829299	829295	ДС	10	4	
5447	829300	829302	ПП	10	16	
5447	829302	829301	ІС	10	8	
5447	829303	829304	ДС	10	3	
5447	829303	829300	ДП	10	2	
5447	829307	829306	ЧК	11	15	
5447	829308	829310	ІС	11	8	
5447	829309	829308	КЗ	11	12	
5447	829309	829307	ДС	11	7	
5447	829309	829315	0Б	11		
5447	829312	829313	ПП	11	16	
5447	829315	829312	ІП	11	2	
5447	829315	829316	ІП	11	2	
5447	829315	829322	0Б	11		
5447	829316	829317	ПП	11	16	
5447	829320	829319	ЗБ	11	10	
5447	829322	829320	КЗ	11	12	
5447	829322	829327	0Б	11		
5447	829325	829324	ІС	11	8	
5447	829327	829326	КЗ	11	12	
5447	829327	829325	ДС	11	3	
5447	829327	829328	ДП	11	2	
5447	829327	829332	0Б	11		
5447	829328	829329	ПП	11	16	
5447	829332	829330	КЗ	11	12	
5447	829332	829336	0Б	11		
5447	829336	829334	КЗ	11	12	
5447	829339	829340	КЗ	12	12	
5447	829339	829343	0Б	12		
5447	829343	829342	ДС	12		
5447	829343	829345	ДС	12		
5447	829343	829349	0Б	12		
5447	829349	829348	ДС	12		
5447	829349	829352	ДС	12		
5447	829355	829356	ЗС	13	10	
5447	829356	829357	ПП	13	16	
5447	829358	829359	ПП	13	16	
5447	829358	829355	ДС	13		
5447	829359	829360	ПП	13	16	
5447	829362	829363	ЧК	14	15	
5447	829362	829365	РС	14	7	
5447	829362	829366	ПП	14	16	
5447	829366	829367	ПП	14	16	
5447	829368	829362	ЧК	14	15	
5447	829370	829371	ЧК	15	15	
5447	829372	829373	ДП	15	2	
5447	829372	829377	ДС	15	3	
5447	829372	829370	ДС	15	7	
5447	829373	829374	ПП	15	16	
5447	829377	829375	ІС	15	8	
5447	829377	829376	ІС	15	8	
5447	829380	829383	АК	16		
5447	829381	829389	СО	16	13	
5447	829381	829380	КЗ	16	12	
5447	829381	829379	АС	16	1	
5447	829386	829387	ПП	16	16	
5447	829389	829385	ЧК	16	15	
5447	829389	829386	АП	16	2	
5447	829389	829395	0Б	16		
5447	829391	829392	ЧК	16	15	
5447	829395	829394	ЧК	16	15	
5447	829395	829391	ІС	16		
5447	829395	829397	0S	16		
5447	829397	829402	0S	16		
5447	829399	829400	ПП	16	16	
5447	829402	829401	ЧК	16	15	
5447	829402	829398	ДС	16		
5447	829402	829399	ДП	16	2	
5447	829407	829406	ІС	17		
5447	829409	829410	ПП	17	16	
5447	829409	829407	КЗ	17	12	
5447	829409	829405	РP	17	7	
5447	829409	829411	0S	17		
5447	829409	829418	0S	17		
5447	829411	829416	0S	17		
5447	829413	829414	ПП	17	16	
5447	829416	829412	КЗ	17	12	
5447	829416	829413	АП	17	2	
5447	829416	829415	АС	17	1	
5447	829418	829426	0S	17		
5447	829419	829420	0G	17		
5447	829420	829423	КЗ	17	12	
5447	829423	829421	ІС	17	9	
5447	829423	829422	ІС	17	8	
5447	829426	829429	ДС	17	4	
5447	829426	829425	ДС	17	7	
5447	829426	829419	0G	17		
5447	829429	829428	ІС	17	8	
5447	829429	829427	ІС	17	8	
5448	829435	829434	РС	2	7	
5448	829436	829435	ДС	2	7	
5448	829436	829437	КЗ	2	12	
5448	829436	829439	СО	2	13	
5448	829439	829440	ДП	2	2	
5448	829439	829443	ДП	2	2	
5448	829439	829446	ДП	2	2	
5448	829439	829449	СО	2	13	
5448	829440	829441	ПП	2	16	
5448	829443	829444	ПП	2	16	
5448	829446	829447	ПП	2	16	
5448	829449	829450	ДП	2	2	
5448	829449	829452	СУ	2	13	
5448	829450	829451	ПП	2	16	
5448	829452	829455	СУ	2	13	
5448	829455	829454	ДС	2	3	
5448	829455	829453	ДП	2	2	
5448	829459	829458	ІС	3	8	
5448	829459	829460	ІС	3		
5448	829461	829457	ДС	3	4	
5448	829461	829459	ДС	3	4	
5448	829464	829465	ДП	4	2	
5448	829464	829470	ДП	4	2	
5448	829464	829473	ДП	4	2	
5448	829465	829466	ПП	4	16	
5448	829466	829467	СУ	4	13	
5448	829467	829468	СУ	4	13	
5448	829468	829469	ПП	4	16	
5448	829470	829471	ПП	4	16	
5448	829473	829474	ПП	4	16	
5448	829474	829475	ІС	4	9	
5448	829477	829478	ДС	5		
5448	829477	829479	КЗ	5	12	
5448	829477	829482	ДС	5	7	
5448	829477	829484	0Б	5		
5448	829482	829480	РС	5	7	
5448	829482	829481	ЧК	5	15	
5448	829484	829486	ЗС	5	10	
5448	829484	829489	ЗБ	5	10	
5448	829486	829487	ПП	5	16	
5448	829489	829490	СУ	5	13	
5448	829490	829491	СУ	5	13	
5448	829495	829494	КЗ	6	12	
5448	829495	829496	ДС	6	7	
5448	829495	829499	0Б	6		
5448	829499	829498	КЗ	6	12	
5448	829499	829500	ДП	6	2	
5448	829500	829501	ПП	6	16	
5448	829501	829502	ІС	6	9	
5448	829504	829505	ПП	7	16	
5448	829506	829508	ПП	7	16	
5448	829508	829507	ІС	7	8	
5448	829510	829509	ЧК	7	15	
5448	829510	829511	КЗ	7	12	
5448	829510	829504	ДП	7	2	
5448	829510	829506	ДП	7	2	
5448	829515	829516	ДП	8	2	
5448	829515	829514	ДС	8	7	
5448	829515	829513	КЗ	8	12	
5448	829515	829519	0Б	8		
5448	829516	829517	ПП	8	16	
5448	829519	829520	КЗ	8	12	
5448	829520	829521	ІС	8	9	
5448	829521	829522	СУ	8	13	
5448	829522	829523	СУ	8	13	
5448	829525	829526	ПП	9	16	3
5448	829527	829529	ПП	9	16	3
5448	829529	829528	ІС	9	8	a2
5448	829531	829530	ЧК	9	15	215 tri 2->1 pnum:1 wg:1
5448	829531	829532	КЗ	9	12	6 tri 2->1 rev pnum:1 wg:1
5448	829531	829527	ДПL	9	2	reversЙТКТЛТЙЮКЮЛЮИЮйТкТлТиЮМТМММЮЧТЧМЧЮПППР
5448	829531	829525	ДПL	9	2	reversЙТКТЛТЙЮКЮЛЮИЮйТкТлТиЮМТМММЮЧТЧМЧЮПППР
5449	829536	829538	ПП	1	16	3
5449	829538	829537	ІС	1	8	a2
5449	829540	829541	ПП	2	16	
5449	829541	829543	СО	2	13	
5449	829543	829549	0F	2		
5449	829549	829546	КЗ	2	12	
5449	829549	829547	ДС	2	7	
5449	829549	829548	ЧК	2	15	
5449	829549	829545	ДС	2	7	
5449	829551	829552	КЗ	2	12	
5449	829551	829540	ДП	2	2	
5449	829551	829555	ДП	2	2	
5449	829551	829558	ДС	2	3	
5449	829551	829560	0G	2		
5449	829552	829553	СУ	2	13	
5449	829553	829554	СУ	2	13	
5449	829555	829556	ПП	2	16	
5449	829558	829557	ІС	2	8	
5449	829560	829563	0G	2		
5449	829563	829561	КЗ	2	12	
5449	829563	829562	ДС	2	7	
5449	829563	829567	КЗ	2	12	
5449	829563	829565	0V	2	18	
5449	829563	829574	СО	2	13	
5449	829567	829568	ІП	2	2	
5449	829568	829569	ПП	2	16	
5449	829571	829572	ПП	2	16	
5449	829574	829577	ДС	2	3	
5449	829574	829573	ДС	2	7	
5449	829574	829571	ДП	2	2	
5449	829577	829576	ІС	2	8	
5449	829577	829575	ІС	2	8	
5449	829579	829580	ЧК	3	15	
5449	829581	829582	ДП	3	2	
5449	829581	829579	ДС	3	7	
5449	829581	829589	0Б	3		
5449	829582	829583	ПП	3	16	
5449	829589	829586	ЗВ	3		
5449	829589	829588	КЗ	3	12	
5449	829589	829596	СО	3	13	
5449	829593	829592	ІС	3	8	
5449	829593	829591	ІС	3	8	
5449	829594	829595	ПП	3	16	
5449	829596	829593	ДС	3	3	
5449	829596	829594	ДП	3	2	
5449	829596	829598	0S	3		
5449	829598	829601	0S	3		
5449	829601	829600	КЗ	3	12	
5449	829601	829603	0П	3		
5449	829601	829607	0S	3		
5449	829603	829605	0П	3		
5449	829605	829604	ІС	3	8	
5449	829607	829613	0S	3		
5449	829608	829609	ПП	3	16	
5449	829609	829610	ІС	3	8	
5449	829611	829612	ІС	3	8	
5449	829613	829611	КЗ	3	12	
5449	829613	829608	ДП	3	2	
5449	829621	829619	УС	4		
5449	829621	829620	КЗ	4	12	
5449	829621	829622	ДП	4	2	
5449	829621	829618	ДС	4	3	
5449	829621	829617	ДС	4	7	
5449	829621	829624	КЗ	4	12	
5449	829624	829623	ІС	4	8	
5449	829630	829628	УС	5		
5449	829630	829629	КЗ	5	12	
5449	829630	829631	ДП	5	2	
5449	829630	829634	ДС	5	3	
5449	829630	829627	ДС	5	4	
5449	829630	829626	ДС	5	7	
5449	829630	829636	0S	5		
5449	829631	829632	ПП	5	16	
5449	829634	829633	ІС	5	8	
5449	829636	829637	ЧК	5	15	
5449	829636	829638	0S	5		
5449	829638	829639	ДП	5	2	
5449	829638	829642	ЗВ	5		
5449	829638	829652	СО	5	13	
5449	829639	829640	ПП	5	16	
5449	829642	829643	ІП	5	2	
5449	829643	829644	ПП	5	16	
5449	829648	829649	ІС	5	9	
5449	829648	829646	ІС	5	8	
5449	829648	829647	ІС	5	8	
5449	829649	829650	ІП	5	2	
5449	829650	829651	ПП	5	16	
5449	829652	829653	ДС	5	7	
5449	829652	829648	ДС	5	4	
5449	829655	829656	ПП	6	16	3
5449	829661	829660	ЧК	7	15	
5449	829663	829662	ЧК	7	15	
5449	829663	829661	ДС	7	7	
5449	829663	829659	КЗ	7	12	
5449	829663	829658	ДС	7	7	
5449	829663	829674	0I	7		
5449	829666	829667	ЗС	7	10	
5449	829667	829669	ПП	7	16	
5449	829669	829668	ІС	7	8	
5449	829674	829671	ДС	7	4	
5449	829674	829678	СО	7	13	
5449	829674	829672	ЧК	7	15	
5449	829674	829673	ЧК	7	15	
5449	829674	829666	КЗ	7	12	
5449	829674	829665	0I	7		
5449	829678	829677	ЧК	7	15	
5449	829678	829676	ДС	7	7	
5449	829678	829680	0G	7		
5449	829680	829681	РС	7	7	
5449	829680	829682	РС	7	7	
5449	829680	829684	РС	7	7	
5449	829684	829687	СО	7	13	
5449	829687	829690	СО	7	13	
5449	829687	829686	ЧК	7	15	
5449	829687	829690	СО	7	13	
5449	829690	829694	СО	7	13	
5449	829690	829689	ЧК	7	15	
5449	829690	829694	СО	7	13	
5449	829694	829693	ЧК	7	15	
5449	829694	829692	ЧК	7	15	
5449	829697	829696	ЗБ	8	10	
5449	829700	829697	КЗ	8	12	
5449	829700	829699	ІС	8	8	
5449	829700	829701	ІС	8	9	
5449	829700	829703	0П	8		
5449	829700	829714	0I	8		
5449	829703	829704	0П	8		
5449	829708	829709	ПП	8	16	
5449	829709	829710	ІС	8	8	
5449	829712	829711	ЧК	8	15	
5449	829714	829713	ЧК	8	15	
5449	829714	829706	КЗ	8	12	
5449	829714	829708	ДП	8	2	
5449	829714	829712	КЗ	8	12	
5449	829717	829716	АС	9	1	
5449	829718	829717	ІС	9	8	
5449	829718	829720	СО	9	13	
5449	829718	829722	0П	9		
5449	829718	829725	СУ	9	13	
5449	829722	829723	0П	9		
5449	829725	829728	СУ	9	13	
5449	829728	829727	ІС	9	8	
5449	829728	829726	ІС	9	8	
5449	829728	829729	ІС	9		
5449	829728	829732	0I	9		
5449	829732	829731	КЗ	9	12	
5449	829732	829733	ДС	9	7	
5449	829736	829737	АП	10	2	
5449	829737	829738	ПП	10	16	
5449	829740	829742	ПП	10	16	
5449	829742	829741	ІС	10	8	
5449	829743	829740	ДП	10	2	
5449	829743	829746	СО	10	13	
5449	829743	829736	ДС	10		
5449	829746	829749	СО	10	13	
5449	829746	829745	ЧК	10	15	
5449	829746	829752	0S	10		
5449	829749	829750	КЗ	10	12	
5449	829749	829748	ДС	10	7	
5449	829752	829755	0S	10		
5449	829755	829756	ДП	10	2	
5449	829755	829753	КЗ	10	12	
5449	829755	829754	ЧК	10	15	
5449	829755	829758	СУ	10	13	
5449	829756	829757	ПП	10	16	
5449	829758	829760	ДС	10		
5449	829760	829759	ДС	10	7	
5449	829760	829761	0S	10		
5449	829761	829764	СУ	10	13	
5449	829761	829762	СУ	10	13	
5449	829764	829763	ДС	10	4	
5449	829764	829766	0П	10		
5449	829764	829770	0I	10		
5449	829766	829767	0П	10		
5449	829770	829769	ДС	10	7	
5449	829770	829773	ДС	10	3	
5449	829770	829771	ДП	10	2	
5449	829771	829772	ПП	10	16	
5450	829778	829777	ІС	1	8	
5450	829778	829779	ІП	1	2	
5450	829779	829780	ПП	1	16	
5450	829780	829781	АК	1		
5450	829783	829785	ЗС	2	10	
5450	829783	829784	ЗБ	2	10	
5450	829785	829788	ПП	2	16	
5450	829788	829787	ІС	2	8	
5450	829788	829786	ІС	2	8	
5450	829792	829791	ЧК	3	15	10 tri 2->1 pnum:1 wg:1
5450	829792	829793	КЗ	3	12	592 tri 2->1 pnum:1 wg:1
5450	829792	829790	ДС	3	7	207 tri 2->1 pnum:5 wg:3
5450	829793	829794	ІС	3	8	33 tri 2->1 rev pnum:5 wg:3
5450	829798	829797	ІС	4	8	
5450	829799	829798	ІС	4		
5450	829801	829799	КЗ	4	12	
5450	829801	829803	СУ	4	13	
5450	829803	829804	СУ	4	13	
5450	829804	829805	ДС	4	3	
5450	829804	829805	ДС	4	3	
5450	829807	829808	РС	5	7	
5450	829810	829811	ЧК	6	15	
5450	829814	829813	ЧК	6	15	
5450	829814	829810	КЗ	6	12	
5450	829814	829812	ДС	6	4	
5450	829814	829819	0Б	6		
5450	829816	829817	ЧК	6	15	
5450	829819	829816	КЗ	6	12	
5450	829819	829818	ЧК	6	15	
5450	829819	829821	ДС	6	4	
5450	829819	829835	0Б	6		
5450	829821	829820	ЧК	6	15	
5450	829821	829822	ІС	6		
5450	829826	829825	ЧК	6	15	
5450	829826	829827	СУ	6	13	
5450	829826	829824	ЧК	6	15	
5450	829827	829828	СУ	6	13	
5450	829832	829831	ІС	6	8	
5450	829833	829834	ПП	6	16	
5450	829835	829829	КЗ	6	12	
5450	829835	829826	ДС	6	7	
5450	829835	829830	ДП	6	2	
5450	829835	829832	ДС	6	3	
5450	829835	829833	ДП	6	2	
5450	829838	829841	ДС	7	4	
5450	829838	829839	КЗ	7	12	
5450	829838	829846	ДП	7	2	
5450	829838	829856	0Б	7		
5450	829839	829840	ІС	7	8	
5450	829841	829843	СУ	7	13	
5450	829841	829842	ІС	7	9	
5450	829843	829844	СУ	7	13	
5450	829844	829845	ІС	7	9	
5450	829846	829847	ПП	7	16	
5450	829847	829848	ІС	7	9	
5450	829848	829849	ІП	7	2	
5450	829849	829851	ПП	7	16	
5450	829851	829850	ІС	7	8	
5450	829854	829855	ПП	7	16	
5450	829856	829852	КЗ	7	12	
5450	829856	829853	ДС	7	7	
5450	829856	829854	ДП	7	2	
5450	829860	829864	0F	8		
5450	829860	829867	ЗБ	8	10	
5450	829863	829858	0V	8	18	
5450	829864	829862	КЗ	8	12	
5450	829864	829863	ДС	8	3	
5450	829867	829866	ІС	8	9	
5450	829867	829870	СО	8	13	
5450	829870	829869	ІС	8	9	
5450	829874	829875	ІС	9	8	
5450	829878	829877	ЧК	9	15	
5450	829879	829880	ДС	9	3	
5450	829879	829874	ДС	9	5	
5450	829879	829878	ДС	9	5	
5450	829879	829873	ЧК	9	15	
5450	829879	829882	0G	9		
5450	829882	829883	0G	9		
5450	829883	829884	КЗ	9	12	
5450	829886	829903	0Б	10		
5450	829886	829887	ДС	10	3	
5450	829886	829890	СО	10	13	
5450	829887	829888	ІС	10	8	
5450	829890	829891	ДС	10	4	
5450	829890	829893	СО	10	13	
5450	829893	829895	СО	10	13	
5450	829895	829897	СО	10	13	
5450	829895	829897	СО	10	13	
5450	829897	829898	ДП	10	2	
5450	829898	829901	ПП	10	16	
5450	829901	829900	ІС	10	8	
5450	829901	829899	ІС	10	8	
5450	829903	829902	КЗ	10	12	
5450	829903	829904	СУ	10	13	
5450	829904	829905	СУ	10	13	
5450	829905	829906	ДС	10	7	
5450	829908	829909	КЗ	11	12	
5450	829908	829917	0Б	11		
5450	829909	829911	ІС	11	9	
5450	829911	829910	ІС	11	8	
5450	829914	829913	ДС	11		
5450	829917	829916	ДС	11	3	
5450	829917	829914	КЗ	11	12	
5450	829922	829921	ЧК	12	15	
5450	829922	829923	СУ	12	13	
5450	829922	829920	КЗ	12	12	
5450	829923	829924	СУ	12	13	
5450	829925	829922	РС	12	7	
5450	829925	829926	РP	12	7	
5450	829925	829930	РP	12	7	
5450	829926	829927	ПП	12	16	
5450	829927	829928	ІС	12	9	
5450	829930	829931	ПП	12	16	
5450	829934	829933	ІС	13	8	a2
5450	829937	829936	ІС	14	8	
5450	829939	829943	ДС	15	3	
5450	829939	829940	ДС	15	5	
5450	829940	829941	ІС	15	9	
5450	829943	829942	ІС	15	8	
5450	829947	829946	ЧК	16	15	
5450	829947	829948	ДС	16	4	
5450	829947	829945	ЧК	16	15	
5450	829947	829950	0S	16		
5450	829947	829955	0S	16		
5450	829947	829963	0Б	16		
5450	829950	829951	0S	16		
5450	829951	829952	ПП	16	16	
5450	829952	829953	ЧК	16	15	
5450	829955	829956	СУ	16	13	
5450	829956	829957	ПП	16	16	
5450	829959	829960	ПП	16	16	
5450	829960	829961	ЧК	16	15	
5450	829963	829959	ДП	16	2	
5450	829963	829962	ДС	16	7	
5450	829963	829965	СО	16	13	
5450	829965	829966	ДП	16	2	
5450	829965	829974	0Б	16		
5450	829966	829968	ПП	16	16	
5450	829968	829967	ІС	16	8	
5450	829971	829972	СУ	16	13	
5450	829972	829973	СУ	16	13	
5450	829974	829969	КЗ	16	12	
5450	829974	829970	ДС	16	3	
5450	829974	829971	КЗ	16	12	
5450	829978	829977	ЗБ	17	10	
5450	829979	829978	ІС	17		
5450	829981	829979	КЗ	17	12	
5450	829981	829983	СУ	17	13	
5450	829983	829984	СУ	17	13	
5450	829984	829985	ДС	17	3	
5451	829989	829990	ПП	1	16	3
5451	829993	829992	ЧК	2	15	
5451	829996	829995	ДС	2	3	
5451	829996	829994	ДП	2	2	
5451	829996	829993	ДС	2	3	
5451	829996	829999	0Б	2		
5451	829999	829997	ДС	2		
5451	829999	829998	КЗ	2	12	
5451	830002	830003	ПП	3	16	
5451	830004	830002	ІП	3	2	
5451	830004	830006	0G	3		
5451	830006	830012	0G	3		
5451	830009	830010	ЗС	3	10	
5451	830010	830011	ПП	3	16	
5451	830012	830007	КЗ	3	12	
5451	830012	830008	ДС	3	4	
5451	830012	830009	ДС	3	3	
5451	830016	830018	0Б	4		
5451	830016	830015	КЗ	4	12	
5451	830016	830014	РС	4	7	
5451	830018	830020	РС	4	7	
5451	830023	830022	ІС	5	8	a2
5451	830025	830024	ДС	5	7	207 tri 2->1 pnum:5 wg:3
5451	830025	830023	КЗ	5	12	9 tri 2->1 pnum:5 wg:1
5451	830027	830028	ПП	6	16	
5451	830029	830030	ДС	6		
5451	830029	830027	ДП	6	2	
5451	830029	830032	ДС	6	7	
5451	830032	830034	ІС	6	9	
5451	830034	830033	ІС	6	8	
5451	830036	830037	ДС	7	3	
5451	830036	830039	ДС	7	4	
5451	830036	830040	СУ	7	13	
5451	830039	830038	ІС	7	8	
5451	830040	830042	СУ	7	13	
5451	830042	830041	ДС	7	3	
5451	830042	830044	ДС	7	4	
5451	830044	830043	ІС	7	8	
5451	830047	830046	КЗ	8	12	
5451	830047	830048	ДП	8	2	
5451	830047	830050	ДП	8	2	
5451	830047	830053	ДП	8	2	
5451	830048	830049	ПП	8	16	
5451	830050	830051	ПП	8	16	
5451	830053	830054	ПП	8	16	
5451	830054	830058	ІС	8	9	
5451	830055	830056	СУ	8	13	
5451	830056	830057	СУ	8	13	
5451	830058	830055	ІС	8	8	
5451	830060	830061	ІС	9	8	
5451	830063	830062	АС	9	1	
5451	830063	830060	КЗ	9	12	
5451	830063	830066	0Б	9		
5451	830066	830067	ДС	9	7	
5451	830066	830068	ДС	9		
5451	830066	830069	КЗ	9	12	
5451	830066	830065	ДС	9	4	
5451	830072	830073	ПП	10	16	
5451	830074	830072	РP	10	7	
5451	830077	830078	РС	11	7	138 tri 2->1 pnum:5 wg:5
5451	830082	830081	РС	12	7	
5451	830082	830084	0G	12		
5451	830084	830091	0G	12		
5451	830087	830088	ІС	12	8	
5451	830091	830087	ДС	12	4	
5451	830091	830093	ДС	12	3	
5451	830091	830086	КЗ	12	12	
5451	830091	830085	ДС	12	7	
5451	830091	830090	ДС	12	4	
5451	830093	830092	ІС	12	8	
5451	830095	830097	СУ	13	13	
5451	830097	830096	РС	13	7	
5451	830097	830099	0G	13		
5451	830097	830102	0S	13		
5451	830099	830100	0G	13		
5451	830102	830104	СУ	13	13	
5451	830104	830103	РС	13	7	
5451	830104	830106	0G	13		
5451	830106	830107	0G	13		
5451	830107	830108	СУ	13	13	
5451	830108	830109	СУ	13	13	
5451	830111	830112	ПП	14	16	3
5451	830113	830111	ДПL	14	2	reversПТПВПППР
5451	830115	830116	ПП	15	16	3
5451	830118	830117	ДСL	15	4	reversЙТКТЛТЙЮКЮЛЮИЮйТкТлТиЮМТМММЦМЮЧТЧЮПППРЙРКРЛРЙЕКЕЛЕИЕйРкРлРиЕМРМЗМЧМЕЧРЧЗЧЕ
5451	830118	830115	ДПL	15	2	reversЙТКТЛТЙЮКЮЛЮИЮйТкТлТиЮМТМММЦМЮЧТЧЮПППРЙРКРЛРЙЕКЕЛЕИЕйРкРлРиЕМРМЗМЧМЕЧРЧЗЧЕ
5451	830121	830120	КЗ	16	12	
5451	830121	830122	АС	16	1	
5451	830121	830124	0G	16		
5451	830124	830127	0G	16		
5451	830125	830126	ПП	16	16	
5451	830127	830125	АП	16	2	
5452	830130	830129	ІС	1	8	a2
5452	830132	830133	АК	2		
5452	830133	830134	АК	2		
5452	830136	830139	0G	2		
5452	830137	830138	ПП	2	16	
5452	830139	830137	ДП	2	2	
5452	830142	830143	ПП	2	16	
5452	830143	830144	ІС	2	8	
5452	830145	830146	ДС	2	3	
5452	830145	830132	КЗ	2	12	
5452	830145	830136	0G	2		
5452	830145	830142	ДП	2	2	
5452	830145	830148	ДП	2	2	
5452	830146	830147	ІС	2	9	
5452	830148	830149	ПП	2	16	
5452	830153	830152	КЗ	3	12	
5452	830153	830156	0Б	3		
5452	830156	830155	ДС	3	3	
5452	830156	830157	ДП	3	2	
5452	830156	830160	ДС	3	4	
5452	830156	830169	0G	3		
5452	830156	830163	0G	3		
5452	830157	830158	ПП	3	16	
5452	830158	830159	ІС	3	9	
5452	830160	830161	ІС	3	9	
5452	830163	830167	0G	3		
5452	830167	830164	ДС	3	7	
5452	830167	830166	КЗ	3	12	
5452	830167	830165	ДС	3	4	
5452	830169	830170	0G	3		
5452	830170	830171	ДС	3	4	
5452	830170	830172	КЗ	3	12	
5452	830174	830175	КЗ	4	12	
5452	830174	830182	0Б	4		
5452	830178	830177	ІС	4	8	
5452	830180	830179	ІС	4	8	
5452	830180	830181	ІС	4	9	
5452	830182	830180	ДС	4	5	
5452	830182	830186	0D	4	7	
5452	830182	830178	КЗ	4	12	
5452	830182	830195	0Б	4		
5452	830186	830187	ДП	4	2	
5452	830187	830188	ПП	4	16	
5452	830191	830192	ПП	4	16	
5452	830192	830193	ЧС	4	11	
5452	830195	830194	ДС	4		
5452	830195	830190	КЗ	4	12	
5452	830195	830191	ДП	4	2	
5452	830199	830198	ДС	5	4	
